Gender_f,Gender_m,10board_0,10board_board of secondary education,10board_cbse,10board_icse,10board_matriculation,10board_other,10board_rbse,10board_ssc,10board_state board,10board_up,10board_up board,10board_wbbse,12board_0,12board_board of intermediate,12board_board of intermediate education,12board_cbse,12board_chse,12board_icse,12board_isc,12board_mp board,12board_other,12board_rbse,12board_state board,12board_up,12board_up board,Degree_B.Tech/B.E.,Degree_MCA,Degree_other,Specialization_computer application,Specialization_computer engineering,Specialization_computer science & engineering,Specialization_electrical engineering,Specialization_electronics & instrumentation eng,Specialization_electronics & telecommunications,Specialization_electronics and communication engineering,Specialization_electronics and electrical engineering,Specialization_information technology,Specialization_mechanical engineering,Specialization_other,CollegeState_Andhra Pradesh,CollegeState_Delhi,CollegeState_Haryana,CollegeState_Karnataka,CollegeState_Madhya Pradesh,CollegeState_Maharashtra,CollegeState_Orissa,CollegeState_Punjab,CollegeState_Rajasthan,CollegeState_Tamil Nadu,CollegeState_Telangana,CollegeState_Uttar Pradesh,CollegeState_Uttarakhand,CollegeState_West Bengal,CollegeState_other,Age,10percentage,12graduation,12percentage,CollegeTier,collegeGPA,CollegeCityTier,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,78.3,2010,81,2,78,0,2014,665,520,740,0.744758354,555,335.982659,438,402.026738,423.3360656,349.879562,338.8076923,-0.0154,-0.7866,-0.7585,-1.2486,-0.4776,300000
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,54.83,2006,61.23,2,66.66,0,2011,495,435,515,0.023312168,235,166,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.7264,1.1248,1.1074,1.2374,0.9763,150000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,55.3,2004,72,2,71,0,2014,520,545,705,0.911395278,485,335.982659,500,402.026738,423.3360656,349.879562,338.8076923,0.4155,-0.6201,-0.4511,-0.995,-1.0524,135000
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,61.2,2007,68.3,2,74.2,1,2011,405,305,185,0.24545566,335,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.8192,-0.4353,-0.9245,1.1199,-0.2875,200000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,78.6,2010,76.7,2,68,0,2014,500,630,680,0.842248322,475,335.982659,469,402.026738,423.3360656,349.879562,338.8076923,-0.4463,1.2114,0.4711,-1.1218,-0.6692,120000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,87,2010,84,1,75,0,2014,545,485,545,0.338786347,449.5536627,292,406.5014286,402.026738,423.3360656,366,338.8076923,0.1282,0.2124,-1.527,1.0333,-0.0943,300000
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,67.36,2008,74.96,2,72.6,1,2011,355,315,445,0.793580615,495,333,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.51,0.6568,1.1074,0.4148,0.8183,500000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,88,2009,94,2,75,0,2013,520,510,635,0.600057182,435,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.4155,0.2124,-1.9881,1.0333,0.8637,500000
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,61.75,2007,61,2,77.8,1,2012,415,535,615,0.884122512,535,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.6646,0.8128,0.0914,-1.34787,-0.7615,375000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,82,2009,92.2,1,77.6,1,2014,485,555,720,0.911395278,635,335.982659,500,402.026738,423.3360656,349.879562,338.8076923,-0.5899,0.5454,0.7785,-0.2344,-0.4776,450000
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,80.8,2008,60.5,2,67.04,1,2013,560,555,500,0.842248322,515,335.982659,469,402.026738,423.3360656,349.879562,338.8076923,1.1336,1.5444,1.3933,-2.3895,-0.2859,150000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,87.2,2009,71,2,69.62,0,2013,395,570,635,0.842248322,465,335.982659,469,402.026738,423.3360656,349.879562,338.8076923,0.2718,-0.1206,1.0859,-0.2344,0.8637,400000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,63,2009,64,2,72.32,1,2013,290,370,270,0.143256541,295,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-3.1752,-5.1156,-3.0639,-0.7415,-5.2679,120000
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,55.33,2006,62.4,2,67,0,2011,415,415,425,0.229481755,295,266,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.2628,0.0328,0.8171,0.5323,-0.2875,160000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,79.6,2007,64.4,2,71.34,0,2012,464,415,395,0.376059587,449.5536627,300,406.5014286,402.026738,423.3360656,313,338.8076923,0.0464,0.3448,0.5269,1.2374,-0.7615,400000
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,91.1,2009,90,2,76.29,0,2013,475,495,445,0.930370607,565,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.5899,0.6211,-1.6807,1.5404,-2.5853,300000
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,79,2010,71,2,79,0,2014,580,580,575,0.486747008,565,335.982659,376,402.026738,423.3360656,349.879562,338.8076923,1.2772,1.5444,1.2396,-1.5021,-0.6692,300000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,56,2009,56,2,62,0,2015,605,470,355,0.843123727,515,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.7027,0.8784,0.3174,-1.1218,0.4805,200000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,75.52,2009,70,2,60.13,0,2013,485,545,530,0.755375121,449.5536627,335.982659,406.5014286,446,423.3360656,349.879562,338.8076923,-0.5899,-0.6867,0.1357,-1.2486,-0.4601,220000
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,67,2004,53.16,2,72,0,2012,565,475,475,0.930370607,565,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.51,0.8128,-0.344,-1.1128,1.0158,310000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,82.4,2007,72.4,2,82.48,1,2012,535,505,615,0.694479328,385,366,406.5014286,402.026738,423.3360656,393,338.8076923,0.3941,-0.5913,-0.4891,0.70853,-0.9194,400000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,76,2008,78,2,77.8,0,2012,575,455,525,0.86613982,449.5536627,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.1901,-0.0842,-1.0334,-0.05527,-0.7615,325000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,85,2009,95.1,2,80.91,0,2013,615,555,620,0.903940782,385,335.982659,406.5014286,500,423.3360656,349.879562,338.8076923,-1.4517,-1.4526,0.01,1.2869,-1.8189,345000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,80,2010,68,2,63.69,1,2014,475,565,500,0.875503907,425,335.982659,406.5014286,402.026738,516,349.879562,338.8076923,0.8463,0.3789,1.7007,-0.4879,-1.0524,160000
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,74,2002,40,2,67.2,0,2010,565,455,375,0.563267824,425,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.881,0.0328,-1.5051,-0.2902,-0.9194,300000
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,89,2006,94.1,2,66.02,0,2011,485,595,625,0.538386893,465,333,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.1082,-0.2793,-0.6343,-0.5253,0.4234,240000
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,85.5,2010,58.2,2,63.2,0,2014,535,340,380,0.299597296,405,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.159,0.3789,0.9322,-0.995,0.0973,305000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,86.08,2010,67.5,2,72.98,1,2014,590,435,380,0.356536488,405,335.982659,346,402.026738,423.3360656,349.879562,338.8076923,1.7081,-0.1054,-1.0379,-2.0092,-1.0872,300000
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,87.6,2006,81.4,1,97.3,0,2011,675,635,675,0.654107475,449.5536627,335.982659,406.5014286,420,423.3360656,349.879562,338.8076923,-1.6538,-0.5913,0.2366,-0.1727,0.5024,500000
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,87,2008,91,2,74,1,2012,625,605,555,0.649389715,385,356,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.5591,1.0449,1.0859,-1.6289,0.6721,350000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,90,2010,89.4,1,83.7,0,2014,560,555,585,0.842248322,505,335.982659,469,402.026738,423.3360656,349.879562,338.8076923,1.4208,1.7109,0.1637,-1.8824,-0.4776,2000000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,80.2,2009,64.2,2,71,0,2014,500,505,645,0.966006923,449.5536627,548,406.5014286,402.026738,580,349.879562,338.8076923,1.4208,1.0449,-0.4511,0.0192,0.6721,220000
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,72,2005,80,2,78,1,2011,475,515,405,0.24545566,335,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.1901,-0.2793,0.8171,-0.7603,0.5024,340000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,65.26,2007,66.2,2,70.59,0,2012,395,450,455,0.704090412,465,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,1.2828,0.8518,0.2729,0.7673,-0.6035,100000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,79.2,2010,73.2,2,78.3,0,2014,345,315,575,0.255778194,449.5536627,335.982659,406.5014286,402.026738,423.3360656,349.879562,292,-0.5899,-2.4516,-1.2196,0.9066,-1.4356,180000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,55.6,2009,56.2,2,65.9,0,2013,380,520,500,0.824666401,449.5536627,400,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.8825,-3.4506,-2.1418,0.7798,-2.9686,180000
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,81,2007,81,2,67.3,0,2012,730,655,545,0.843123727,515,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.5332,0.3448,-0.4891,0.0917,-0.2875,475000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,81,2009,66,2,66,1,2013,580,555,465,0.622642916,415,335.982659,407,402.026738,423.3360656,349.879562,338.8076923,1.2772,0.0459,1.2396,-1.5021,1.247,245000
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,74,2009,66,2,62,0,2014,720,400,405,0.600643959,449.5536627,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.1282,0.7119,-0.9122,-1.1218,-0.8608,215000
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,70.1,2006,68.6,2,66.52,0,2011,695,505,605,0.930370607,565,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.2009,-0.4353,-0.1988,0.2973,0.8183,505000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,86,2008,73,2,65,0,2013,520,520,400,0.488347977,405,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.0464,-0.6693,-1.7954,-0.5253,-1.8673,145000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,85.2,2008,73.2,2,76.36,0,2013,695,500,750,0.983749967,635,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.8463,0.2124,-0.1437,-0.6147,0.8637,350000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,49,2010,60,2,68,0,2014,475,485,485,0.493596387,449.5536627,324,406.5014286,402.026738,423.3360656,292,338.8076923,-0.3027,1.2114,0.1637,0.3995,1.247,150000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,80,2005,73,2,71.5,0,2010,555,375,605,0.694479328,375,366,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.3447,-0.1232,-0.344,0.0623,-0.4455,420000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,71,2009,64,2,81,1,2013,615,455,355,0.486747008,335,335.982659,376,402.026738,423.3360656,349.879562,338.8076923,-3.8933,-5.6151,-3.9861,-0.8682,-6.6092,145000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,77.8,2010,69,2,71.7,0,2014,475,510,475,0.193768442,449.5536627,292,406.5014286,402.026738,324,349.879562,338.8076923,-0.4463,0.0459,0.7785,0.3995,0.2889,400000
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,87.6,2009,92.5,2,88.3,1,2013,720,545,825,0.901489571,545,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.5953,0.0459,-0.2974,-0.6147,-0.4776,340000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,76,2008,70,2,76,1,2012,575,554,375,0.298769129,345,335.982659,406.5014286,402.026738,356,349.879562,338.8076923,0.99,1.3779,0.4711,-0.8682,0.6721,115000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,80,2010,80,2,64.97,1,2014,455,540,450,0.744758354,475,335.982659,438,402.026738,423.3360656,349.879562,338.8076923,0.99,-0.1206,0.7785,-1.8824,-0.6692,200000
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,92,2007,80,2,64.16,0,2011,565,375,375,0.414337426,449.5536627,335.982659,406.5014286,366,423.3360656,349.879562,338.8076923,0.8192,-0.2793,-0.1988,-0.6428,0.0284,95000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,74.3,2008,75.6,2,65.3,0,2012,520,560,485,0.843123727,515,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.5899,1.0449,0.7785,0.653,0.0973,280000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,68.2,2010,67.4,2,66,0,2015,440,400,355,0.356536488,295,335.982659,346,402.026738,423.3360656,349.879562,338.8076923,0.7027,0.0459,0.7785,1.6672,-0.0943,300000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,87.62,2009,86,2,71.7,0,2013,440,480,465,0.604241153,449.5536627,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,0.8463,0.0459,0.4711,-0.1076,0.2889,110000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,92.48,2010,72.66,2,64.8,0,2014,510,510,575,0.990008757,655,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.0208,-1.1196,-1.527,-0.1076,-2.0105,320000
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,76.7,2006,80,2,77.4,1,2010,415,465,565,0.308400583,355,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,1.1283,-0.7473,0.0914,-1.2303,0.5024,300000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,81,2008,71,2,74,0,2013,500,500,545,0.670743151,455,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.3027,0.5454,1.3933,-1.3753,-0.0943,95000
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,89.2,2008,68.8,2,69,0,2012,375,385,394,0.144789889,395,335.982659,284,402.026738,423.3360656,349.879562,338.8076923,-1.0355,0.8128,-0.4891,0.6498,0.3049,180000
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,66.66,2007,61,2,57.83,1,2010,325,485,375,0.735795709,475,335.982659,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-1.6538,0.3448,-0.0537,-1.3478,0.5024,300000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,80,2010,66.66,2,64.06,0,2014,535,425,320,0.356536488,515,335.982659,346,402.026738,423.3360656,349.879562,338.8076923,-0.3027,0.2124,-1.527,-0.3612,0.2889,180000
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,81,2009,70,2,71,1,2013,405,395,260,0.622642916,405,335.982659,407,402.026738,423.3360656,349.879562,338.8076923,0.4155,-0.2871,0.4711,0.5262,-0.0943,210000
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,93.4,2009,89.4,2,75.4,0,2014,605,645,720,0.557389506,555,335.982659,406.5014286,402.026738,420,349.879562,338.8076923,-1.5953,0.5454,-0.4511,0.3995,-0.0943,325000
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,82.28,2010,87.2,2,77.26,0,2014,560,540,475,0.604241153,655,335.982659,500,402.026738,423.3360656,349.879562,338.8076923,0.2718,0.7119,1.3933,-2.2627,0.2889,120000
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,75,2009,78.5,2,67,1,2013,395,420,210,0.112139438,305,228,406.5014286,402.026738,423.3360656,349.879562,338.8076923,-0.0154,0.2124,0.01,1.5404,-0.0943,120000
